cross,reference,chr,start,end,crossovers,scrossovers,Unknown,Simple_repeat,SINE/tRNA,DNA/TcMar-Stowaway,DNA/MULE-MuDR,LTR/Copia,SINE,DNA/PIF-Harbinger,Low_complexity,DNA/hAT-Tip100,DNA/hAT-Ac,LINE/RTE-BovB,DNA/TcMar,DNA/hAT-Tag1,SINE/tRNA-RTE,LTR/Gypsy,Retroposon,DNA/CMC-EnSpm,DNA,LINE/L1,rRNA,SINE?,DNA/TcMar-Pogo,SINE/tRNA-Deu-RTE,LTR,RC/Helitron,snRNA,DNA/hAT-Charlie,DNA/TcMar-Tc1,LTR/Caulimovirus,LTR/ERV1,Satellite
lycopersicum_pimpinellifolium,lycopersicum,chr7,7100000,7200000,0,0.193212287572795,31,8,0,1,0,42,0,0,2,1,0,5,0,0,0,39,3,7,1,2,0,0,0,0,0,0,0,3,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,7200000,7300000,0,0.1738910588155155,15,8,0,0,7,23,0,0,1,0,0,2,0,0,0,60,0,4,1,2,0,0,0,0,0,0,0,1,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,7300000,7400000,0,0.156501952933964,20,11,0,0,2,19,0,3,0,0,0,2,0,0,0,54,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,7400000,7500000,0,0.1408517576405676,11,10,0,1,9,9,0,6,1,6,5,1,0,0,0,33,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,7500000,7600000,1,0.2267665818765108,7,19,1,4,27,25,0,14,2,10,2,4,0,1,1,8,0,3,2,3,0,0,0,1,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,7600000,7700000,0,0.2040899236888597,16,28,0,2,8,18,0,19,3,2,13,0,0,0,0,36,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,7700000,7800000,0,0.1836809313199738,17,23,0,6,5,24,0,6,4,2,2,3,0,0,1,32,2,2,3,1,0,0,0,0,0,0,0,1,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,7800000,7900000,0,0.1653128381879764,27,22,2,1,14,18,0,1,4,0,3,4,0,0,1,26,4,1,3,4,0,0,0,0,0,1,1,1,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,7900000,8000000,0,0.1487815543691787,9,9,0,2,5,1,0,0,0,2,0,0,0,1,0,88,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,8000000,8100000,0,0.1339033989322609,17,13,1,4,10,6,1,9,4,4,11,4,0,4,0,33,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,8100000,8200000,1,0.2205130590390348,33,33,1,7,13,18,1,13,5,2,6,2,0,0,0,35,0,2,7,1,0,0,0,1,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,8200000,8300000,0,0.1984617531351313,29,10,0,2,11,24,3,4,5,9,8,1,0,0,0,11,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,8300000,8400000,0,0.1786155778216182,18,13,0,5,1,24,0,9,7,9,10,1,0,0,0,23,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,8400000,8500000,0,0.1607540200394563,5,6,0,0,4,16,0,1,0,1,0,7,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,8500000,8600000,0,0.1446786180355107,5,3,0,0,6,22,3,0,1,0,8,14,0,0,0,31,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,8600000,8700000,0,0.1302107562319596,9,8,0,0,8,12,2,0,4,2,2,16,0,0,0,31,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,8700000,8800000,0,0.1171896806087637,32,28,0,1,12,17,0,25,5,1,12,9,0,2,1,23,2,2,5,3,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,8800000,8900000,0,0.1054707125478873,13,13,0,3,9,19,0,10,2,2,9,2,0,4,0,35,0,1,2,4,0,0,0,0,0,0,0,0,0,9,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,8900000,9000000,0,0.0949236412930986,16,13,0,2,5,2,0,8,4,2,4,0,0,3,0,61,0,6,0,0,0,0,0,0,0,0,0,0,0,18,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,9000000,9100000,0,0.0854312771637887,18,21,0,4,14,18,1,10,9,2,4,1,0,2,0,30,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,9100000,9200000,0,0.0768881494474098,8,8,0,2,5,3,0,0,1,0,0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,9200000,9300000,0,0.0691993345026689,14,10,2,6,4,30,0,4,1,3,1,4,0,2,0,28,7,2,2,14,0,0,0,0,0,0,0,0,0,1,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,9300000,9400000,0,0.062279401052402,24,10,0,2,18,50,0,2,5,2,1,0,0,0,0,22,2,6,1,2,0,0,0,0,0,0,0,0,0,6,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,9400000,9500000,0,0.0560514609471618,15,5,1,4,22,0,0,1,2,0,5,0,0,1,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,9500000,9600000,0,0.0504463148524456,15,13,0,0,15,9,0,1,3,0,0,0,0,0,0,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,9600000,9700000,0,0.045401683367201,6,9,0,0,3,0,0,2,2,0,0,0,0,0,0,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,9700000,9800000,0,0.0408615150304809,28,14,0,2,13,16,0,6,1,3,2,1,0,0,0,33,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,9800000,9900000,0,0.0367753635274328,31,19,0,9,10,17,0,3,5,0,0,3,0,0,0,26,3,1,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,9900000,10000000,0,0.0330978271746895,14,8,0,4,3,22,0,2,4,2,6,0,0,0,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,10000000,10100000,0,0.0297880444572206,9,15,4,3,4,9,0,0,4,1,1,9,0,0,0,39,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,10100000,10200000,0,0.0268092400114985,28,15,0,3,20,8,1,0,5,5,6,0,0,0,0,37,1,4,3,1,0,0,0,0,0,0,0,0,1,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,10200000,10300000,0,0.0241283160103487,11,9,0,0,5,14,0,0,2,0,2,1,0,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,10300000,10400000,0,0.0217154844093138,35,11,1,2,27,26,0,3,5,1,1,2,0,1,0,28,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,10400000,10500000,0,0.0195439359683824,13,16,4,2,23,13,0,9,7,0,3,4,0,7,0,21,0,2,1,22,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,10500000,10600000,0,0.0175895423715442,16,24,0,5,3,16,0,6,3,0,4,4,0,0,0,47,0,4,0,1,0,1,0,0,0,0,0,0,0,4,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,10600000,10700000,0,0.0158305881343897,12,4,0,0,8,1,0,1,0,0,0,0,0,0,0,44,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,10700000,10800000,0,0.0142475293209508,15,12,0,3,10,0,0,0,2,0,1,0,0,0,0,97,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,10800000,10900000,0,0.0128227763888557,19,7,0,0,1,18,0,1,0,1,4,0,0,1,0,51,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,10900000,11000000,0,0.0115404987499701,9,0,2,0,0,0,0,0,1,0,0,1,0,0,0,57,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,11000000,11100000,0,0.0103864488749731,26,3,0,0,0,1,0,0,0,0,0,0,0,0,0,74,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,11100000,11200000,0,0.0093478039874758,4,10,0,0,3,5,0,0,0,0,2,0,0,0,0,61,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,11200000,11300000,0,0.0084130235887282,11,9,0,0,3,9,0,4,4,0,2,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,11300000,11400000,0,0.0075717212298554,8,4,0,0,10,0,0,0,1,0,0,1,0,0,0,56,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,11400000,11500000,0,0.0068145491068698,13,2,0,0,12,5,0,0,0,1,0,0,0,0,0,44,6,0,0,0,0,1,0,0,0,0,0,0,0,16,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,11500000,11600000,0,0.0061330941961828,29,7,0,5,3,25,0,1,2,0,5,0,0,0,0,51,6,3,1,3,0,0,0,1,0,0,0,0,0,7,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,11600000,11700000,1,0.1055197847765646,7,9,0,0,8,17,0,7,1,0,1,1,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,11700000,11800000,0,0.0949678062989081,14,7,0,3,1,6,0,2,3,1,0,0,0,0,0,49,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,11800000,11900000,0,0.0854710256690173,25,21,0,0,3,15,0,2,7,0,3,2,0,0,0,56,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,11900000,12000000,0,0.0769239231021156,20,13,0,1,13,7,0,8,0,2,7,1,0,0,0,30,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,12000000,12100000,0,0.069231530791904,22,14,0,0,3,8,0,0,0,0,4,0,0,4,0,29,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,12100000,12200000,0,0.0623083777127136,14,11,0,1,0,2,0,7,1,4,0,0,0,0,0,44,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,12200000,12300000,0,0.0560775399414422,12,12,0,0,3,4,0,0,1,2,3,1,0,0,0,51,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,12300000,12400000,0,0.050469785947298,10,7,0,0,4,7,0,0,4,0,2,0,0,0,0,37,0,4,0,2,0,0,0,0,0,2,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,12400000,12500000,0,0.0454228073525682,2,9,0,1,6,23,0,2,3,2,0,0,0,0,0,23,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,12500000,12600000,0,0.0408805266173114,34,12,0,1,9,20,0,5,2,0,0,3,0,0,0,47,2,9,1,3,0,0,0,0,0,0,0,0,0,2,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,12600000,12700000,0,0.0367924739555802,20,18,0,1,29,19,0,1,4,0,0,0,0,0,0,40,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,12700000,12800000,0,0.0331132265600222,20,23,1,4,12,11,0,12,0,1,3,1,0,1,0,34,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,12800000,12900000,0,0.02980190390402,11,7,0,0,0,16,0,0,0,0,2,0,0,0,0,71,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,12900000,13000000,0,0.026821713513618,7,3,0,0,0,5,0,0,0,0,0,1,0,0,0,69,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,13000000,13100000,0,0.0241395421622562,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,71,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,13100000,13200000,0,0.0217255879460306,14,7,0,2,3,20,0,8,2,2,0,0,0,0,0,42,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,13200000,13300000,0,0.0195530291514275,8,12,0,2,7,23,0,12,3,4,0,0,0,0,0,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,13300000,13400000,0,0.0175977262362847,10,19,0,2,2,29,0,10,3,0,0,0,0,1,0,32,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,13400000,13500000,0,0.0158379536126563,27,10,0,0,5,28,0,3,1,6,1,9,0,0,0,59,3,9,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,13500000,13600000,0,0.0142541582513906,13,9,1,0,48,3,0,0,1,0,1,0,0,0,2,40,2,5,0,7,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,13600000,13700000,1,0.1128287424262516,20,13,0,1,4,18,0,3,2,0,3,1,0,0,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,13700000,13800000,0,0.1015458681836264,11,2,0,0,1,0,0,0,1,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,13800000,13900000,0,0.0913912813652638,5,10,0,0,22,8,0,5,1,0,0,2,0,0,0,47,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,13900000,14000000,1,0.1822521532287374,21,13,0,0,7,6,0,3,5,0,2,2,0,0,0,52,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,14000000,14100000,0,0.1640269379058637,23,12,0,0,23,21,0,9,1,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,14100000,14200000,0,0.1476242441152773,14,10,0,0,4,1,0,1,3,0,2,2,0,0,0,71,0,5,0,1,0,0,0,0,0,0,0,0,0,4,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,14200000,14300000,0,0.1328618197037496,16,6,0,0,26,9,0,3,5,0,0,2,0,0,0,64,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,14300000,14400000,0,0.1195756377333746,27,18,0,0,5,7,0,5,2,0,5,1,0,0,0,45,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,14400000,14500000,0,0.1076180739600371,19,12,0,1,9,13,0,1,5,2,3,2,0,0,0,52,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,14500000,14600000,0,0.0968562665640334,4,0,0,3,2,10,0,2,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,14600000,14700000,0,0.0871706399076301,17,12,0,0,2,58,0,2,0,1,8,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,14700000,14800000,0,0.0784535759168671,8,6,0,0,0,21,0,3,4,0,12,0,0,0,0,35,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,14800000,14900000,0,0.0706082183251804,13,8,0,0,2,16,0,4,1,0,3,0,0,0,0,48,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,14900000,15000000,0,0.0635473964926623,15,18,0,0,0,1,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,15000000,15100000,0,0.0571926568433961,13,11,0,3,5,4,0,3,2,0,2,0,0,0,0,55,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,15100000,15200000,0,0.0514733911590565,23,5,0,4,4,27,0,1,1,0,0,0,0,0,0,45,3,1,0,1,0,0,0,0,0,0,0,0,0,7,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,15200000,15300000,0,0.0463260520431508,1,3,0,6,0,0,0,0,1,0,0,0,0,0,0,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,15300000,15400000,0,0.0416934468388357,12,9,1,2,0,2,0,0,4,1,0,2,0,0,0,66,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,15400000,15500000,0,0.0375241021549522,24,7,0,6,5,26,0,1,0,1,0,0,0,0,0,53,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,15500000,15600000,0,0.0337716919394569,7,3,0,0,0,7,0,0,1,0,0,0,0,0,0,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,15600000,15700000,0,0.0303945227455112,5,4,0,2,0,4,0,2,0,0,10,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,15700000,15800000,0,0.0273550704709601,25,1,0,2,0,1,0,0,1,0,0,0,0,0,0,83,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,15800000,15900000,0,0.0246195634238641,21,11,0,0,2,1,0,0,8,2,0,0,0,0,0,46,0,1,0,3,0,0,0,0,0,0,0,0,0,5,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,15900000,16000000,0,0.0221576070814777,21,13,2,2,10,6,0,7,4,0,3,2,0,0,0,30,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,16000000,16100000,0,0.0199418463733299,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,16100000,16200000,0,0.0179476617359969,12,7,0,0,2,16,0,0,1,0,0,0,0,0,0,75,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,16200000,16300000,0,0.0161528955623972,5,1,0,0,0,2,0,2,0,1,3,0,0,0,0,75,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,16300000,16400000,0,0.0145376060061575,34,12,0,1,14,6,0,1,1,1,1,0,0,0,0,71,0,2,0,4,0,0,0,0,0,0,0,0,2,7,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,16400000,16500000,0,0.0130838454055417,17,5,0,1,0,15,0,5,2,1,4,1,0,0,0,38,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,16500000,16600000,0,0.0117754608649876,2,3,0,0,0,3,0,0,0,0,1,0,0,0,0,67,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,16600000,16700000,0,0.0105979147784888,25,8,0,2,4,7,0,0,3,0,5,1,0,0,0,69,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,16700000,16800000,0,0.0095381233006399,16,3,0,1,3,9,0,0,2,0,3,0,0,0,0,35,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,16800000,16900000,0,0.0085843109705759,33,9,0,0,10,11,0,0,2,0,0,0,0,0,0,36,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,16900000,17000000,0,0.0077258798735183,20,12,0,0,8,19,0,2,4,0,12,0,0,0,0,34,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,17000000,17100000,0,0.0069532918861665,42,15,0,1,4,7,0,1,1,0,0,0,0,0,0,39,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,17100000,17200000,0,0.0062579626975498,42,10,0,3,9,4,0,0,4,0,0,1,0,0,0,26,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,17200000,17300000,0,0.0056321664277948,23,10,0,4,7,10,0,3,1,0,1,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,17300000,17400000,0,0.0050689497850154,6,2,0,0,0,11,0,0,0,0,0,0,0,0,0,55,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,17400000,17500000,0,0.0045620548065138,10,8,0,0,0,2,0,0,0,0,0,0,0,0,0,78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,17500000,17600000,0,0.0041058493258624,4,11,0,0,1,0,0,2,0,0,0,0,0,0,0,70,0,10,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,17600000,17700000,0,0.0036952643932762,25,7,0,0,3,1,0,0,2,0,0,0,0,0,0,64,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,17700000,17800000,0,0.0033257379539486,16,3,0,1,0,4,0,0,1,0,0,0,0,0,0,54,0,1,1,5,0,0,0,0,0,0,0,0,1,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,17800000,17900000,0,0.0029931641585537,23,4,0,0,1,11,0,0,1,0,0,0,0,0,0,43,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,17900000,18000000,0,0.0026938477426983,27,9,0,2,2,19,0,0,2,0,2,0,0,0,0,56,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,18000000,18100000,0,0.0024244629684285,22,12,2,5,14,7,0,2,3,6,10,4,0,1,0,22,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,18100000,18200000,0,0.0021820166715856,26,11,0,1,1,2,0,0,1,0,0,0,0,0,0,54,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,18200000,18300000,0,0.0019638150044271,32,4,0,1,4,16,0,5,3,4,3,1,0,0,0,47,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,18300000,18400000,0,0.0017674335039844,10,6,0,0,1,7,0,3,1,1,2,0,0,0,0,52,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,18400000,18500000,0,0.0015906901535859,15,14,0,2,9,10,0,8,4,0,2,0,0,0,0,29,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,18500000,18600000,0,0.0014316211382273,27,9,0,2,2,6,1,2,3,0,0,2,0,0,0,42,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,18600000,18700000,0,0.0012884590244046,10,3,0,0,0,2,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,18700000,18800000,1,0.1011596131219641,11,3,0,0,9,3,0,0,0,0,0,0,0,0,0,49,0,8,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,18800000,18900000,0,0.0910436518097677,3,8,0,0,26,22,0,5,0,0,2,0,0,0,0,19,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,18900000,19000000,1,0.181939286628791,13,9,0,0,0,19,0,3,0,0,0,0,0,0,0,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,19000000,19100000,0,0.1637453579659119,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,19100000,19200000,1,0.2473708221693207,17,3,0,0,2,2,0,1,0,0,0,0,0,0,0,86,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,19200000,19300000,0,0.2226337399523886,15,2,0,0,1,0,0,0,1,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
