cross,reference,chr,start,end,crossovers,scrossovers,gene,mRNA,exon,CDS
lycopersicum_pimpinellifolium,lycopersicum,chr7,15900000,16000000,0,0.0221576070814777,4,4,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,16000000,16100000,0,0.0199418463733299,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,16100000,16200000,0,0.0179476617359969,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,16200000,16300000,0,0.0161528955623972,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,16300000,16400000,0,0.0145376060061575,2,2,15,15
lycopersicum_pimpinellifolium,lycopersicum,chr7,16400000,16500000,0,0.0130838454055417,2,2,5,5
lycopersicum_pimpinellifolium,lycopersicum,chr7,16500000,16600000,0,0.0117754608649876,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,16600000,16700000,0,0.0105979147784888,2,2,9,9
lycopersicum_pimpinellifolium,lycopersicum,chr7,16700000,16800000,0,0.0095381233006399,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,16800000,16900000,0,0.0085843109705759,13,13,25,24
lycopersicum_pimpinellifolium,lycopersicum,chr7,16900000,17000000,0,0.0077258798735183,2,2,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,17000000,17100000,0,0.0069532918861665,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,17100000,17200000,0,0.0062579626975498,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,17200000,17300000,0,0.0056321664277948,2,2,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,17300000,17400000,0,0.0050689497850154,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,17400000,17500000,0,0.0045620548065138,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,17500000,17600000,0,0.0041058493258624,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,17600000,17700000,0,0.0036952643932762,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,17700000,17800000,0,0.0033257379539486,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,17800000,17900000,0,0.0029931641585537,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,17900000,18000000,0,0.0026938477426983,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,18000000,18100000,0,0.0024244629684285,6,6,18,18
lycopersicum_pimpinellifolium,lycopersicum,chr7,18100000,18200000,0,0.0021820166715856,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,18200000,18300000,0,0.0019638150044271,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,18300000,18400000,0,0.0017674335039844,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,18400000,18500000,0,0.0015906901535859,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,18500000,18600000,0,0.0014316211382273,1,1,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,18600000,18700000,0,0.0012884590244046,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,18700000,18800000,1,0.1011596131219641,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,18800000,18900000,0,0.0910436518097677,4,4,11,11
lycopersicum_pimpinellifolium,lycopersicum,chr7,18900000,19000000,1,0.181939286628791,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,19000000,19100000,0,0.1637453579659119,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,19100000,19200000,1,0.2473708221693207,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,19200000,19300000,0,0.2226337399523886,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,19300000,19400000,0,0.2003703659571498,1,1,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,19400000,19500000,0,0.1803333293614348,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,19500000,19600000,0,0.1622999964252913,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,19600000,19700000,0,0.1460699967827622,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,19700000,19800000,0,0.1314629971044859,2,2,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,19800000,19900000,0,0.1183166973940373,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,19900000,20000000,0,0.1064850276546336,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,20000000,20100000,0,0.0958365248891702,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,20100000,20200000,0,0.0862528724002532,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,20200000,20300000,0,0.0776275851602279,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,20300000,20400000,0,0.0698648266442051,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,20400000,20500000,0,0.0628783439797846,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,20500000,20600000,1,0.1565905095818061,2,2,11,11
lycopersicum_pimpinellifolium,lycopersicum,chr7,20600000,20700000,1,0.2409314586236255,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,20700000,20800000,0,0.216838312761263,2,2,5,5
lycopersicum_pimpinellifolium,lycopersicum,chr7,20800000,20900000,0,0.1951544814851367,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,20900000,21000000,0,0.175639033336623,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,21000000,21100000,0,0.1580751300029607,2,2,5,5
lycopersicum_pimpinellifolium,lycopersicum,chr7,21100000,21200000,0,0.1422676170026646,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,21200000,21300000,0,0.1280408553023982,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,21300000,21400000,0,0.1152367697721583,2,2,15,15
lycopersicum_pimpinellifolium,lycopersicum,chr7,21400000,21500000,0,0.1037130927949425,3,3,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,21500000,21600000,0,0.0933417835154482,1,1,30,30
lycopersicum_pimpinellifolium,lycopersicum,chr7,21600000,21700000,0,0.0840076051639034,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,21700000,21800000,0,0.0756068446475131,3,3,23,23
lycopersicum_pimpinellifolium,lycopersicum,chr7,21800000,21900000,0,0.0680461601827618,0,0,10,10
lycopersicum_pimpinellifolium,lycopersicum,chr7,21900000,22000000,0,0.0612415441644856,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,22000000,22100000,0,0.055117389748037,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,22100000,22200000,0,0.0496056507732333,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,22200000,22300000,0,0.04464508569591,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,22300000,22400000,0,0.040180577126319,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,22400000,22500000,0,0.0361625194136871,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,22500000,22600000,0,0.0325462674723184,3,3,23,17
lycopersicum_pimpinellifolium,lycopersicum,chr7,22600000,22700000,0,0.0292916407250865,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,22700000,22800000,0,0.0263624766525779,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,22800000,22900000,0,0.0237262289873201,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,22900000,23000000,0,0.0213536060885881,2,2,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,23000000,23100000,0,0.0192182454797293,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,23100000,23200000,0,0.0172964209317563,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,23200000,23300000,0,0.0155667788385807,1,1,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,23300000,23400000,0,0.0140101009547226,1,1,5,5
lycopersicum_pimpinellifolium,lycopersicum,chr7,23400000,23500000,0,0.0126090908592503,3,3,11,10
lycopersicum_pimpinellifolium,lycopersicum,chr7,23500000,23600000,0,0.0113481817733253,2,2,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,23600000,23700000,0,0.0102133635959928,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,23700000,23800000,0,0.0091920272363935,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,23800000,23900000,0,0.0082728245127541,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,23900000,24000000,0,0.0074455420614787,2,2,14,14
lycopersicum_pimpinellifolium,lycopersicum,chr7,24000000,24100000,0,0.0067009878553308,3,3,20,20
lycopersicum_pimpinellifolium,lycopersicum,chr7,24100000,24200000,0,0.0060308890697978,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,24200000,24300000,0,0.005427800162818,2,2,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,24300000,24400000,0,0.0048850201465362,2,2,9,9
lycopersicum_pimpinellifolium,lycopersicum,chr7,24400000,24500000,0,0.0043965181318825,3,3,7,7
lycopersicum_pimpinellifolium,lycopersicum,chr7,24500000,24600000,0,0.0039568663186943,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,24600000,24700000,0,0.0035611796868249,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,24700000,24800000,0,0.0032050617181424,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,24800000,24900000,0,0.0028845555463281,2,2,7,7
lycopersicum_pimpinellifolium,lycopersicum,chr7,24900000,25000000,0,0.0025960999916953,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,25000000,25100000,0,0.0023364899925258,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,25100000,25200000,0,0.0021028409932732,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,25200000,25300000,0,0.0018925568939459,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,25300000,25400000,0,0.0017033012045513,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,25400000,25500000,0,0.0015329710840961,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,25500000,25600000,0,0.0013796739756865,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,25600000,25700000,0,0.0012417065781179,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,25700000,25800000,0,0.0011175359203061,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,25800000,25900000,0,0.0010057823282755,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,25900000,26000000,0,0.0009052040954479,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,26000000,26100000,0,0.0008146836859031,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,26100000,26200000,0,0.0007332153173128,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,26200000,26300000,0,0.0006598937855815,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,26300000,26400000,0,0.0005939044070234,1,1,20,7
lycopersicum_pimpinellifolium,lycopersicum,chr7,26400000,26500000,0,0.000534513966321,0,0,6,6
lycopersicum_pimpinellifolium,lycopersicum,chr7,26500000,26600000,0,0.0004810625696889,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,26600000,26700000,0,0.00043295631272,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,26700000,26800000,0,0.000389660681448,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,26800000,26900000,0,0.0003506946133032,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,26900000,27000000,0,0.0003156251519729,2,2,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,27000000,27100000,0,0.0002840626367756,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,27100000,27200000,0,0.000255656373098,2,2,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,27200000,27300000,0,0.0002300907357882,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,27300000,27400000,0,0.0002070816622094,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,27400000,27500000,0,0.0001863734959884,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,27500000,27600000,0,0.0001677361463896,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,27600000,27700000,0,0.0001509625317506,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,27700000,27800000,0,0.0001358662785756,1,1,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,27800000,27900000,0,0.000122279650718,1,1,11,11
lycopersicum_pimpinellifolium,lycopersicum,chr7,27900000,28000000,0,0.0001100516856462,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,28000000,28100000,0,9.904651708162082e-05,1,1,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,28100000,28200000,0,8.914186537345874e-05,2,2,9,8
lycopersicum_pimpinellifolium,lycopersicum,chr7,28200000,28300000,0,8.022767883611287e-05,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,28300000,28400000,0,7.220491095250158e-05,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,28400000,28500000,0,6.498441985725142e-05,2,2,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,28500000,28600000,0,5.848597787152628e-05,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,28600000,28700000,0,5.263738008437365e-05,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,28700000,28800000,0,4.737364207593629e-05,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,28800000,28900000,0,4.263627786834266e-05,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,28900000,29000000,0,3.83726500815084e-05,4,4,11,11
lycopersicum_pimpinellifolium,lycopersicum,chr7,29000000,29100000,0,3.453538507335756e-05,2,2,8,8
lycopersicum_pimpinellifolium,lycopersicum,chr7,29100000,29200000,0,3.10818465660218e-05,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,29200000,29300000,1,0.1000279736619094,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,29300000,29400000,0,0.0900251762957184,2,2,9,9
lycopersicum_pimpinellifolium,lycopersicum,chr7,29400000,29500000,0,0.0810226586661466,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,29500000,29600000,0,0.0729203927995319,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,29600000,29700000,0,0.0656283535195787,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,29700000,29800000,0,0.0590655181676208,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,29800000,29900000,0,0.0531589663508588,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,29900000,30000000,0,0.0478430697157729,2,2,4,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,30000000,30100000,0,0.0430587627441956,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,30100000,30200000,2,0.238752886469776,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,30200000,30300000,0,0.2148775978227984,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,30300000,30400000,0,0.1933898380405186,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,30400000,30500000,0,0.1740508542364667,2,2,21,21
lycopersicum_pimpinellifolium,lycopersicum,chr7,30500000,30600000,0,0.1566457688128201,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,30600000,30700000,0,0.1409811919315381,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,30700000,30800000,0,0.1268830727383842,5,5,7,7
lycopersicum_pimpinellifolium,lycopersicum,chr7,30800000,30900000,0,0.1141947654645458,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,30900000,31000000,0,0.1027752889180912,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,31000000,31100000,0,0.0924977600262821,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,31100000,31200000,0,0.0832479840236539,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,31200000,31300000,0,0.0749231856212885,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,31300000,31400000,0,0.0674308670591597,1,1,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,31400000,31500000,1,0.1606877803532437,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,31500000,31600000,0,0.1446190023179193,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,31600000,31700000,0,0.1301571020861274,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,31700000,31800000,0,0.1171413918775147,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,31800000,31900000,0,0.1054272526897632,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,31900000,32000000,0,0.0948845274207869,2,2,10,10
lycopersicum_pimpinellifolium,lycopersicum,chr7,32000000,32100000,0,0.0853960746787082,0,0,1,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,32100000,32200000,0,0.0768564672108374,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,32200000,32300000,0,0.0691708204897536,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,32300000,32400000,0,0.0622537384407783,10,10,24,24
lycopersicum_pimpinellifolium,lycopersicum,chr7,32400000,32500000,0,0.0560283645967004,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,32500000,32600000,0,0.0504255281370304,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,32600000,32700000,0,0.0453829753233274,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,32700000,32800000,0,0.0408446777909946,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,32800000,32900000,0,0.0367602100118951,3,3,20,8
lycopersicum_pimpinellifolium,lycopersicum,chr7,32900000,33000000,0,0.0330841890107056,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,33000000,33100000,0,0.0297757701096351,1,1,16,16
lycopersicum_pimpinellifolium,lycopersicum,chr7,33100000,33200000,0,0.0267981930986716,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,33200000,33300000,0,0.0241183737888044,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,33300000,33400000,0,0.021706536409924,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,33400000,33500000,0,0.0195358827689316,2,2,10,10
lycopersicum_pimpinellifolium,lycopersicum,chr7,33500000,33600000,0,0.0175822944920384,1,1,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,33600000,33700000,0,0.0158240650428345,3,3,14,14
lycopersicum_pimpinellifolium,lycopersicum,chr7,33700000,33800000,0,0.0142416585385511,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,33800000,33900000,0,0.012817492684696,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,33900000,34000000,0,0.0115357434162264,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,34000000,34100000,0,0.0103821690746037,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,34100000,34200000,0,0.0093439521671434,1,1,3,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,34200000,34300000,0,0.008409556950429,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,34300000,34400000,0,0.0075686012553861,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,34400000,34500000,0,0.0068117411298475,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,34500000,34600000,0,0.0061305670168627,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,34600000,34700000,0,0.0055175103151765,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,34700000,34800000,0,0.0049657592836588,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,34800000,34900000,1,0.1044691833552929,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,34900000,35000000,0,0.0940222650197636,1,1,23,23
lycopersicum_pimpinellifolium,lycopersicum,chr7,35000000,35100000,0,0.0846200385177873,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,35100000,35200000,0,0.0761580346660086,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,35200000,35300000,0,0.0685422311994077,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,35300000,35400000,0,0.0616880080794669,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,35400000,35500000,0,0.0555192072715202,1,1,10,10
lycopersicum_pimpinellifolium,lycopersicum,chr7,35500000,35600000,0,0.0499672865443682,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,35600000,35700000,0,0.0449705578899314,2,2,5,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,35700000,35800000,0,0.0404735021009382,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,35800000,35900000,0,0.0364261518908444,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,35900000,36000000,0,0.03278353670176,3,3,10,10
lycopersicum_pimpinellifolium,lycopersicum,chr7,36000000,36100000,0,0.029505183031584,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,36100000,36200000,0,0.0265546647284256,2,2,11,11
lycopersicum_pimpinellifolium,lycopersicum,chr7,36200000,36300000,0,0.023899198255583,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,36300000,36400000,0,0.0215092784300247,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,36400000,36500000,0,0.0193583505870222,3,3,21,21
lycopersicum_pimpinellifolium,lycopersicum,chr7,36500000,36600000,0,0.01742251552832,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,36600000,36700000,0,0.015680263975488,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,36700000,36800000,0,0.0141122375779392,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,36800000,36900000,0,0.0127010138201453,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,36900000,37000000,0,0.0114309124381307,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,37000000,37100000,0,0.0102878211943177,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,37100000,37200000,0,0.0092590390748859,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,37200000,37300000,0,0.0083331351673973,2,2,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,37300000,37400000,0,0.0074998216506576,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,37400000,37500000,0,0.0067498394855918,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,37500000,37600000,0,0.0060748555370326,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,37600000,37700000,0,0.0054673699833293,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,37700000,37800000,0,0.0049206329849964,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,37800000,37900000,1,0.1044285696864968,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,37900000,38000000,0,0.0939857127178471,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,38000000,38100000,0,0.0845871414460624,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,38100000,38200000,0,0.0761284273014561,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,38200000,38300000,0,0.0685155845713105,2,2,7,6
lycopersicum_pimpinellifolium,lycopersicum,chr7,38300000,38400000,0,0.0616640261141795,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,38400000,38500000,0,0.0554976235027615,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,38500000,38600000,0,0.0499478611524854,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,38600000,38700000,0,0.0449530750372368,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,38700000,38800000,0,0.0404577675335131,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,38800000,38900000,0,0.0364119907801618,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,38900000,39000000,1,0.1327707917021456,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,39000000,39100000,0,0.1194937125319311,3,3,5,5
lycopersicum_pimpinellifolium,lycopersicum,chr7,39100000,39200000,0,0.107544341278738,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,39200000,39300000,0,0.0967899071508642,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,39300000,39400000,0,0.0871109164357777,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,39400000,39500000,0,0.0783998247922,2,2,12,11
lycopersicum_pimpinellifolium,lycopersicum,chr7,39500000,39600000,0,0.07055984231298,1,1,7,7
lycopersicum_pimpinellifolium,lycopersicum,chr7,39600000,39700000,0,0.063503858081682,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,39700000,39800000,0,0.0571534722735138,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,39800000,39900000,0,0.0514381250461624,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,39900000,40000000,0,0.0462943125415461,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,40000000,40100000,0,0.0416648812873915,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,40100000,40200000,0,0.0374983931586524,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,40200000,40300000,0,0.0337485538427871,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,40300000,40400000,0,0.0303736984585084,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,40400000,40500000,0,0.0273363286126576,1,1,5,5
lycopersicum_pimpinellifolium,lycopersicum,chr7,40500000,40600000,0,0.0246026957513918,3,3,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,40600000,40700000,0,0.0221424261762526,4,4,7,7
lycopersicum_pimpinellifolium,lycopersicum,chr7,40700000,40800000,1,0.1199281835586274,3,3,4,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,40800000,40900000,0,0.1079353652027646,2,2,9,9
lycopersicum_pimpinellifolium,lycopersicum,chr7,40900000,41000000,0,0.0971418286824882,2,2,18,18
lycopersicum_pimpinellifolium,lycopersicum,chr7,41000000,41100000,0,0.0874276458142393,3,3,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,41100000,41200000,0,0.0786848812328154,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,41200000,41300000,0,0.0708163931095339,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,41300000,41400000,0,0.0637347537985805,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,41400000,41500000,0,0.0573612784187224,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,41500000,41600000,0,0.0516251505768502,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,41600000,41700000,0,0.0464626355191651,0,0,0,0
